,Comp Score,Date,Negative Score,Neutral Score,Positive Score,Source,Text
86,0.0,Tue Mar 27 16:55:03 +0000 2018,0.0,1.0,0.0,CNN,Everything you need to know about your Facebook data https://t.co/Ll1SJ0wPqD https://t.co/hM6VzTB5s3
87,-0.2732,Tue Mar 27 16:48:04 +0000 2018,0.231,0.769,0.0,CNN,3 simple ways to cut your taxes https://t.co/4rrtmwnizm https://t.co/g2rOsnjWyX
88,0.0,Tue Mar 27 16:41:03 +0000 2018,0.0,1.0,0.0,CNN,"Waymo and Jaguar unveil a self-driving, electric SUV https://t.co/MB0VtinDJI https://t.co/tJn9170y5t"
89,0.0,Tue Mar 27 16:35:09 +0000 2018,0.0,1.0,0.0,CNN,These are President Trump's hires from Fox News https://t.co/Yji7QQbmOV https://t.co/2sRG8Ew7iz
90,0.0,Tue Mar 27 16:27:04 +0000 2018,0.0,1.0,0.0,CNN,The US needs to borrow almost $300 billion this week https://t.co/GmMnnEsMsP https://t.co/Ysh0qGxHmj
91,-0.8442,Tue Mar 27 16:20:06 +0000 2018,0.378,0.622,0.0,CNN,The former boss of convicted sexual abuser Larry Nassar has been accused of sexually assaulting female students… https://t.co/tyg59JQoQZ
92,0.0,Tue Mar 27 16:13:43 +0000 2018,0.0,1.0,0.0,CNN,Mystery train carries rumors about a Kim Jong Un visit to China https://t.co/AlV2sus2ko https://t.co/e1igDRFGFL
93,-0.8266,Tue Mar 27 16:06:46 +0000 2018,0.338,0.662,0.0,CNN,"After spending 23 years in prison for a crime he didn't commit, Nevest Coleman is back working as a groundskeeper f… https://t.co/F53zPVCfAK"
94,0.3612,Tue Mar 27 15:59:04 +0000 2018,0.097,0.737,0.166,CNN,The brother of slain Democratic National Committee staffer Seth Rich is suing right-wing activists and the Washingt… https://t.co/Ua0Il4salk
95,0.1531,Tue Mar 27 15:55:53 +0000 2018,0.0,0.882,0.118,CNN,RT @DylanByers: NEW: Mark Zuckerberg *will* testify. Scoop in today’s PACIFIC. https://t.co/ODGsaS7Fxc https://t.co/9ipTN61PFa
96,0.806,Tue Mar 27 15:53:08 +0000 2018,0.0,0.697,0.303,CNN,"""They didn't have to kill him like that. They didn't have to shoot him that many times."" The grandmother of Stephon… https://t.co/liSflnIQk5"
97,0.0,Tue Mar 27 15:45:04 +0000 2018,0.0,1.0,0.0,CNN,"BREAKING: Mark Zuckerberg has decided to testify before Congress, Facebook sources tell @CNNMoney. Facebook is curr… https://t.co/WBOftoigcP"
98,-0.5574,Tue Mar 27 15:38:07 +0000 2018,0.205,0.795,0.0,CNN,"Prince had a ""exceedingly high"" concentration of fentanyl in his body when he died https://t.co/WLi0DjDSKz https://t.co/PPsyyO1OUJ"
99,-0.8316,Tue Mar 27 15:32:50 +0000 2018,0.355,0.645,0.0,CNN,JUST IN: Louisiana attorney general announces no charges for police who shot and killed Alton Sterling outside a co… https://t.co/kcpC2QBNQg
