,Comp Score,Date,Negative Score,Neutral Score,Positive Score,Source,Text
60,0.0,Sat Mar 24 17:01:01 +0000 2018,0.0,1.0,0.0,BBC,"When proposals go wrong... 😳💍 #Doodlebugs 
https://t.co/8Yi6giWO3S"
61,0.2732,Sat Mar 24 15:30:10 +0000 2018,0.083,0.788,0.129,BBC,"Writer Sara Maitland has lived alone in rural Scotland for 20 years. 

Here are seven valuable life lessons we can… https://t.co/2eAqUlnwuA"
62,-0.0772,Sat Mar 24 15:00:06 +0000 2018,0.15,0.719,0.131,BBC,🤳How an Instagram video lost me my dream job in fashion: https://t.co/72yWgHdc1k https://t.co/fl3DxMcIL5
63,0.0,Sat Mar 24 14:01:47 +0000 2018,0.0,1.0,0.0,BBC,🚣 @clarebalding is live from the River Thames as @UniofOxford and @Cambridge_Uni  meet for one of the most iconic e… https://t.co/Ls9rtIYov4
64,0.296,Sat Mar 24 14:01:32 +0000 2018,0.0,0.845,0.155,BBC,RT @bbcthree: The barber helping men with dementia relive their younger lives. https://t.co/p8axQVK836
65,0.0,Sat Mar 24 13:03:01 +0000 2018,0.0,1.0,0.0,BBC,"Which animals are likely to become extinct in your lifetime? 🦏💔
https://t.co/9KwlmcNrWV"
66,0.1867,Sat Mar 24 12:33:04 +0000 2018,0.0,0.902,0.098,BBC,"Don't miss the highlights from the Gymnastics World Cup! 🤸🤸‍♀️🇬🇧

World Cup Gymnastics | @BBCOne | 2:05pm |… https://t.co/7mpufyeEMo"
67,0.0,Sat Mar 24 11:29:04 +0000 2018,0.0,1.0,0.0,BBC,"How much do you know about horses? Take this quiz to see if you are an equestrian expert…🐴

https://t.co/ChGCB9Xi1W https://t.co/P9UgJ99nsx"
68,0.4215,Sat Mar 24 10:31:01 +0000 2018,0.0,0.833,0.167,BBC,"Meet Hester, the 10-year-old visually impaired skier who's hoping for Paralympic gold one day. ⛷🥇https://t.co/6aiUaTc3yS"
69,0.5411,Sat Mar 24 10:03:01 +0000 2018,0.0,0.857,0.143,BBC,"""The enthusiastic viewer should feel he is almost the man on the spot!"" 

In 1949, the BBC announced it would telev… https://t.co/WEoPpkrW1V"
70,0.0,Sat Mar 24 09:42:34 +0000 2018,0.0,1.0,0.0,BBC,RT @BBCNewsNI: Prince Harry and Meghan Markle are visiting Northern Ireland https://t.co/ODxLd1LIr8 https://t.co/s0zPTXj3Tk
71,0.0,Sat Mar 24 09:32:59 +0000 2018,0.0,1.0,0.0,BBC,"RT @bbcf1: Lewis Hamilton took the first pole of the season in spectacular style ⚡️

https://t.co/a7YDOx0FlQ"
